QA_ID,법률분류,질문,답변,출처유형
QA_0300,개인회생>개인회생기타>개인회생기타,"과도한 채무독촉에 시달리던 갑이 금융기관에서 돈을 빌린 직후 개인회생을 신청한 경우, 사기죄가 성립하나요?","부산지방법원은 “피고인의 불확실한 변제자력만 부각해서 사기죄를 묻는다면 개인회생절차를 통해 채무자의 회생을 도모하려는 '채무자 회생 및 파산에 관한 법률'의 입법취지를 훼손하고, 대부분의 채무를 사실상 면책해주는 부작용이 발생할 수 있어 사기죄 성립을 엄격하게 판단할 필요가 있다.""”고 판단하여 대출 직후 회생신청을 하였다고 사기죄가 성립한다고 볼 수 없다고 판단하였습니다. 따라서 갑은 사기죄의 처벌을 받지 않을 수도 있습니다.",사례질문답변
QA_0301,개인회생>개인회생기타>개인회생기타,단순히 소극적으로 자신의 재산 및 수입 상황을 제대로 기재하지 아니한 재산목록 등을 제출하는 행위는 채무자 회생 및 파산에 관한 법률 제643조 사기회생죄에 해당하나요?,"대법원은 “ 구 개인채무자회생법(2005. 3. 31. 법률 제7428호 채무자 회생 및 파산에 관한 법률 부칙 제2조로 폐지) 제87조 제1호 사기개인회생죄에서 말하는 ‘재산의 은닉’은 재산의 발견을 불가능하게 하거나 곤란하게 만드는 것을 말하고, 재산의 소재를 불명하게 하는 경우뿐만 아니라 재산의 소유관계를 불명하게 하는 경우도 포함한다. 다만, 채무자가 법원에 개인회생절차개시신청을 하면서 단순히 소극적으로 자신의 재산 및 수입 상황을 제대로 기재하지 아니한 재산목록 등을 제출하는 행위는 위 죄에서 말하는 ‘재산의 은닉’에 해당한다고 할 수 없다.”고 판시하였습니다(대법원 2009. 1. 30. 선고 2008도6950 판결). 따라서 단순히 소극적으로 자신의 재산 및 수입 상황을 제대로 기재하지 아니한 재산목록 등을 제출하는 행위는 채무자 회생 및 파산에 관한 법률 제643조 사기회생죄에 해당하지 않는다 할 것입니다.",사례질문답변
QA_0302,개인회생>개인회생기타>개인회생기타,안녕하세요 부동산을 팔았는데 매수자가 돈이 없어서 등기를 경료하고 매매대금만큼 채무로 하여 저당권을 설정받았습니다. 그런데 매수자가 결국 회생개시신청을 해서 회생절차 진행중입니다. 좀더 확실하게 권리를 담보하고 싶은데 회생담보권 외에 회생채권으로 확정할 수 있을까요?,"채무자회생및파산에관한법률 제141조 제1항에서는 “회생채권이나 회생절차개시 전의 원인으로 생긴 채무자 외의 자에 대한 재산상의 청구권으로서 회생절차개시 당시 채무자의 재산상에 존재하는 유치권ㆍ질권ㆍ저당권ㆍ양도담보권ㆍ가등기담보권ㆍ「동산ㆍ채권 등의 담보에 관한 법률」에 따른 담보권ㆍ전세권 또는 우선특권으로 담보된 범위의 것은 회생담보권으로 한다”고 규정하였고, 이에 대해 판례는 “회생담보권은 회생채권 중에서 유치권 등의 담보권에 의하여 담보된 범위의 채권을 의미하므로, 채권조사확정재판 또는 채권조사확정재판에 대한 이의의 소에서 어떠한 채권을 회생담보권으로 확정하는 경우, 동일한 채권을 회생채권으로 확정할 이익은 없다고 보아야 한다”고 판시하였습니다.이러한 취지는 회생담보권 내용에 회생채권이 포함되어있고, 회생담보권이 단순 회생채권확정보다 우선권이 있는 것으로 따로 회생채권 확정의 이익이 없다고 볼 수 있습니다.",사례질문답변
QA_0303,개인회생>개인회생기타>개인회생기타,"안녕하세요, 회생계획 인가 여부의 결정에 대해 즉시항고가 있었고, 이를 법원이 받아들여 인가결정을 취소하여 재항고를 했습니다. 이러한 경우 재항고의 법적성질이 어떻게 되나요?","판례는 “채무자 회생 및 파산에 관한 법률 제247조 제1항, 제7항은 회생계획 인가 여부의 결정에 대하여 즉시항고를 할 수 있다고 규정하고 있고, 항고심이 회생계획 인가결정에 대한 즉시항고를 받아들여 인가결정을 취소하는 결정을 한 경우에 그에 대한 재항고 역시 즉시항고에 해당한다”라고 판시하여 즉시항고 인용이 있는 경우 이에 대한 재항고를 하는 때 이 또한 즉시항고에 해당한다고 보고 있습니다. 이에",사례질문답변
QA_0304,개인회생>개인회생기타>개인회생기타,"저는 금융기관과 대부회사에서 6년 전에 빌린 대출금, 그 무렵 친구에게 빌린 대여금, 제 소유 부동산에 여자친구가 돈을 빌리면서 제가 설정해준 저당권, 폭행사건으로 인한 벌금, 주정차 위반으로 인한 과태료 등의 채무가 있습니다. 개인회생채권에 모두 포함할 수 있나요?","채무자 회생 및 파산에 관한 법률 제581조 제1항은 채무자에 대하여 개인회생절차개시결정 전의 원인으로 생긴 재산상의 청구권은 개인회생채권으로 하고, 제2항은 다만 개인회생절차개시 후에 생긴 채권이라 하더라도 법이 예외적으로 이를 개인회생채권으로 하고 있는 것을 규정하고 있습니다.그러므로 개인회생채권이 되기 위해서는 원칙적으로 개인회생절차개시결정 전의 원인으로 생긴 것이어야 하되, 그렇다고 개인회생절차개시결정 전에 현실적으로 발생한 채권만이 개인회생채권이 되는 것은 아니고, 청구권 발생의 기본적 요건사실이 개인회생절차개시결정 전에 갖추어져 있으면 기한부채권, 조건부채권, 장래의 구상권과 같은 장래의 채권이라도 관계없습니다.또한 채무자에 대한 인적청구권이어야 하므로, 채무자가 물상보증인인 경우와 같이 특정재산을 가지고 물적 책임을 지는 담보물권 자체는 개인회생채권이 되지 않습니다.그리고 개인회생절차개시 후에 생긴 채권이라 할지라도 예외적으로 개인회생채권인 것이 있는데, 동법 제446조에 열거된 채권으로 개인회생절차개시결정 후의 이자, 개인회생절차개시결정 후의 불이행으로 인한 손해배상액 및 위약금, 개인회생절차참가비용, 벌금, 과료, 형사소송비용, 추징금 및 과태료 등이 이에 해당하고 이는 모두 후순위 개인회생채권이 됩니다.따라서 대출금이나 대여금, 후순위채권인 벌금과 과태료는 개인회생채권이나 여자친구가 돈을 빌리면서 사례자가 물상보증을 해 준 채무는 개인회생채권에 해당하지 않습니다.",사례질문답변
QA_0305,개인회생>개인회생기타>개인회생기타,저는 사업자등록을 내고 조그만 인쇄업체를 운영하면서 최근 경제적 어려움으로 개인회생 제도를 고민하고 있습니다. 그런데 파산의 경우 가족관계등록부에 빨간 줄이 가서 평생 파산자로 낙인찍혀 금융기관도 전혀 이용할 수 없고 주소도 함부로 옮길 수 없는 등 불이익이 많다고 하는데 개인회생의 경우 이러한 불이익 없이 은행과 계속 거래하면서 인쇄업체를 운영해 갈 수 있는지요?,"파산절차에 있어서 파산을 선고받아 복권되지 않는 경우에는 사법상 불이익이 존재할 수 있습니다. 그러나 개인회생의 경우에는 파산에서와 같은 법률상의 불이익은 존재하지 않는다고 볼 수 있습니다. 다만 은행거래와 관련하여, 개인회생의 경우 법원은 변제계획인가결정을 한 경우 사건번호 및 채무자 성명, 주민등록번호, 인가결정일을 전국은행연합회장에게 통보하고(개인회생사건 처리지침 제18조 제1항), 전국은행업합회는 채무자의 기존 연체등록정보(구 신용불량정보)를 공공정보로 변경 등록하고(신용정보관리규약 제11조 제1항 제7호), 변제계획에 따른 변제완료시 또는 5년이 될 때 까지 공공정보를 1301 코드로 관리하며 위 기간이 만료되면 공공정보를 해제함과 동시에 이를 삭제합니다(신용정보관리규약 별표 1 신용정보관리기준 5.공공정보).",사례질문답변
QA_0306,개인회생>개인회생기타>개인회생기타,저는 상대방에게 납품을 하고 받을 돈이 있습니다. 그런데 물건을 구입한 상대방은 개인회생채권자로서 매달 개인회생위원을 통해서 변제금을 지급받고 있습니다. 위 임치금에 대하여 가압류를 할 수 있을까요? ,"변제계획이 인가되면 채무자는 인가된 변제계획에 따라서 개인회생채권자에게 변제하여야 할 금원을 회생위원에게 임치하여야 합니다.(채무자 회생 및 파산에 관한 법률 제617조 제1항)개인회생채권자는 임치된 금원을 변제계획에 따라서 회생위원으로부터 지급받아야 합니다. 만약 개인회생채권자가 매일 지급받아야 할 변제금을 수령할 계좌를 신고하지 않으면 지급해야 할 금원을 공탁할 수 있습니다. 그렇다면 제3채무자를 대한민국(소관 : 개인회생위원)한 변제금수령채권에 압류를 할 수 있을 것으로 보이고, 만약 개인회생채권자에게 지급할 금원이 공탁되면 공탁금출급청구권에 압류를 할 수 있을 것으로 생각됩니다.",사례질문답변
QA_0307,개인회생>개인회생기타>개인회생기타,전기요금이 미납되어 전기공급이 중단된 상태에서 회생절차가 개시되어 미납전기요금이 회생채권으로 신고가 되고 그 후 전기공급을 요청할 수 있나요?,"대법원은 “재항고인은 한국전력공사법에 의하여 전력자원의 개발 및 발전·송전·변전·배전 및 이와 관련되는 영업을 목적으로 설립된 법인으로서 전기사업법에 따라 정당한 사유가 없는 한 전기의 공급을 거절할 수 없는데, 상대방에 대한 회생절차의 개시로 인하여 재항고인도 회생채권인 전기요금채권을 바로 행사하지 못하고, 상대방측도 그 미납전기요금을 임의로 지급할 수 없게 되었다면, 비록 상대방이 전기요금을 납부하지 않아 이 사건 전기사용계약이 적법하게 해지되어 전기공급이 중단되었다고 하더라도, 재항고인이 미납전기요금의 미변제를 이유로 상대방에 대한 전기공급을 거부하는 것은, 전기사업자로서의 독점적 지위를 이용하여 회생절차 개시로 그 권리행사가 제한되어 있는 체납전기요금에 대한 즉시 변제를 강요하는 것이 되고, 나아가 다른 회생채권자의 권리를 해하는 결과에 이르게 되므로, 전기사업법에 의하여 원칙적인 전기공급의무를 부담하는 재항고인이 전기공급을 거부할 수 있는 정당한 사유에 해당하지 않는다고 봄이 상당하다.”고 판단하였습니다(대법원 2010. 2. 11. 자 2009마1930 결정). 따라서 회생절차가 개시되면 전기요금이 미납되어 전기공급이 중단되었더라도 전기공급 요청을 할 수 있을 것입니다. ",사례질문답변
QA_0308,개인회생>개인회생기타>개인회생기타,"채권자취소소송이 진행 중인데 채무자의 개인회생절차가 개시되었다면, 어떠한 절차를 조치해야 하나요?","대법원은 “채무자 회생 및 파산에 관한 법률 제584조 제1항, 제406조 제1항에 의하면, 개인회생채권자가 제기한 채권자취소소송이 개인회생절차 개시결정 당시 법원에 계속되어 있는 때에는 그 소송절차는 수계 또는 개인회생절차의 종료에 이르기까지 중단된다. 채권자취소소송의 계속 중 채무자에 대하여 개인회생절차 개시결정이 있었는데, 법원이 그 개인회생절차 개시결정사실을 알고도 채무자의 소송수계가 이루어지지 아니한 상태 그대로 소송절차를 진행하여 판결을 선고하였다면, 그 판결은 채무자의 개인회생절차 개시결정으로 소송절차를 수계할 채무자가 법률상 소송행위를 할 수 없는 상태에서 심리되어 선고된 것이므로 여기에는 마치 대리인에 의하여 적법하게 대리되지 아니하였던 경우와 마찬가지의 위법이 있다.”고 판시하였습니다(대법원 2013. 6. 13. 선고 2012다33976 판결). 따라서 소송수계절차를 거쳐야 할 것입니다.",사례질문답변
QA_0309,개인회생>개인회생기타>개인회생기타,채무자가 법원에 개인회생절차개시신청을 하여 개인회생절차개시결정을 받을 당시에 개인회생채권자가 개인회생채권에 기해 이미 별도의 이행의 소를 제기해 소송이 계속 중인 경우 이를 어떻게 처리해야 하나요?,"개인회생채권조사확정재판은 개인회생채권자목록의 내용에 관하여 이의가 있는 개인회생채권자가 이의기간 내에 서면으로 이의를 신청한 경우에 법원이 이의가 있는 개인회생채권의 존부 또는 그 내용을 정하는 절차입니다(채무자 회생 및 파산에 관한 법률 제604조). 회생절차나 파산절차 모두 채권자의 신고를 받은 후 시·부인이나 이의절차를 진행하고, 그와 같이 이의가 제기된 채권의 보유자가 이의자 전원을 상대방으로 하여 조사확정재판을 신청하는 데 반하여, 개인회생절차는 절차의 간이·신속성을 도모하기 위하여 채무자가 제출한 개인회생채권자목록의 내용에 대하여 이의를 신청하는 채권자가 자신 또는 다른 채권자의 개인회생채권에 대하여 조사확정재판을 신청하도록 하고 있습니다.개인회생채권자가 자신의 개인회생채권의 내용에 관하여 개인회생채권조사확정재판을 신청하는 경우에는 채무자를 상대방으로 하고, 다른 개인회생채권자의 채권내용에 관하여 개인회생채권자조사확정재판을 신청하는 경우에는 채무자와 다른 개인회생채권자를 상대방으로 하여야 합니다(동법 제604조 제3항). 개인회생채권자목록에 기재된 개인회생채권자가 개인회생절차개시결정 당시 이미 별도의 소송을 진행하고 있는 경우에는 개인회생채권조사확정재판을 신청할 수 없으므로, 이 경우에는 동법 제603조 제1항의 규정에도 불구하고 개인회생채권자목록 중 다툼이 있는 부분에 대해서는 확정력을 부여하지 않는 것으로 해석하여야 할 것입니다. 한편 이러한 경우에는 개인회생채권자목록의 부속서류2(다툼이 있거나 예상되는 채권의 내역)에 채무자가 인정하는 채권액(채권자목록상 채권 현재액), 채권자 주장 채권현재액, 다툼이 없는 부분 등을 기재하고, 변제계획안에도 이와 같은 채권자목록의 기재 내용을 반영하여야 합니다. 개인회생의 경우 채무자 회생 및 파산에 관한 법률은 파산관재인이나 관리인과 같이 채무자가 아닌 관리처분권자를 별도로 두지 않고, 채무자로 하여금 관리처분권을 계속 보유하도록 하고 있기 때문에 이미 계속 중인 소송의 중단이 있을 수 없고, 소송수계도 불필요하며 다만 이미 계속 중인 소송의 내용을 개인회생채권조사확정의 소로 변경하여야 합니다(동법 제604조 제2항). 따라서 개인회생채권에 관하여 이미 이행소송이 계속 중인 경우 채권자는 그 청구취지를 개인회생채권의 존부와 내용의 확정을 구하는 형태로 변경하여야 할 것입니다.",사례질문답변
QA_0310,개인회생>개인회생기타>개인회생기타,회생절차개시 결정은 언제까지 해야하나요?,채무자가 회생절차개시를 신청한 때에는 법원은 회생절차개시의 신청일부터 1월 이내에 회생절차개시 여부를 결정하여야 합니다. 회생절차개시결정은 그 결정시부터 효력이 생깁니다.,사례질문답변
QA_0311,개인회생>개인회생기타>개인회생기타,회생절차개시결정 이후에 이송될 수도 있나요?,회생절차개시 당시 채무자의 재산에 관한 소송이 다른 법원에 계속되어 있는 때에는 회생계속법원의 결정으로써 그 이송을 청구할 수 있습니다. 회생절차개시 후 다른 법원에 계속되어 있게 된 것에 관하여도 같습니다.,사례질문답변
QA_0312,개인회생>개인회생기타>개인회생기타,회생채권이란 무엇입니까?,회생채권이란 원칙적으로 채무자에 대하여 회생절차 개시 전의 원인에 의하여 생긴 재산상의 청구권을 말하며 그 밖에 회생절차 개시 후에 생기는 재산상의 청구권 가운데에도 법에서 회생채권으로 규정하고 있는 것이 있습니다.,사례질문답변
QA_0313,개인회생>개인회생기타>별제권>Ⅰ.개인회생별제권,"저는 부산에서 근저당권이 없는 주택을 7,000만 원에 임차하고 전입신고 및 확정일자를 받았는데, 임대인이 개인회생을 신청한다고 하는데 제 임대차보증금은 어떻게 되나요?","채무자 회생 및 파산에 관한 법률은 파산재단 또는 개인회생재단에 속하는 대지를 포함한 주택의 환가대금에서 우선변제권을 인정하고 있고, 다만 주택임대차보호법 제8조의 규정에 의한 임차인은 파신신청일 또는 개인회생신청일까지 주택임대차보호법 제3조 제1항의 규정에 의한 주택의 인도와 주민등록을 마치는 등의 대항요건을 갖추어야 합니다(채무자 회생 및 파산에 관한 법률 제415조 및 제586조). 그리고 대항력 요건에 더하여 임대차계약서상에 확정일자를 갖출 경우에는 임차주택의 환가대금에서 후순위권리자자 기타 채권자보다 우선하여 보증금을 변제받을 수 있는 우선변제권이 있고(주택임대차보호법 제3조 제2항), 또한 보증금이 각 지역에 따른 일정액 이하인 주택임차인은 주택에 대한 경매개시결정등기 전 위 대항력의 요건을 구비한 경우 그 보증금 중 일정액을 다른 담보물권자보다 우선하여 변제받을 수 있도록 하고 있습니다(주택임대차보호법 제8조 제1항).위와 같이 우선변제권이 있는 주택임차인은 파산재단이나 개인회생재단에 속하는 재산상에 설정되어 있는 유치권, 질권, 저당권 또는 전세권자로서 별제권자에는 해당하지 않으나 별제권자와 같이 우선변제권을 가지고 있으므로 별제권자에 준하여 취급됩니다.다만 우선변제권이 있는 임대차보증금반환채권자라고 하더라도 해석상 근저당권과 같은 경매신청권은 없으며, 주택임차인이 위 채권에 대하여 판결 등 집행권원을 취득한 경우라도 개인회생절차개시결정 이후에는 개인회생재단에 속하는 신청인 소유 주택에 대한 강제집행이 금지되고(채무자 회생 및 파산에 관한 법률 제600조 제1항 제2호), 변제계획 인가결정 이후에는 개인회생채권은 변제계획에 의해서만 변제받을 수 있으므로(동법 제583조), 부동산강제경매도 사실상 불가능합니다.따라서 임대인이 개인회생을 신청하면 다른 근저당권자나 개인회생채권자 아닌 채권자의 강제집행에 따른 경매절차에서 배당을 받을 수 있을 뿐이어서 변제기간 만료 전까지는 주택임대차보증금을 반환받기 어렵습니다.",사례질문답변
QA_0314,개인회생>개인회생기타>별제권>Ⅰ.개인회생별제권,"저는 제 명의로 시가 약 9,000만원 되는 빌라를 소유하고 있으며 그 빌라를 매입할 당시 매수대금이 부족하여 은행으로부터 근저당권 채권최고액 금 7,000만원을 설정하여 금 5,000만원을 대출받고 얼마 전까지 그 대출금 이자를 납입하다가 지금은 연체하여 현재 이자가 300만원이나 됩니다. 이에 근저당권자인 은행이 부동산임의경매를 신청하여 현재 경매절차가 진행 중인데 이러한 경우에도 개인회생제도를 이용할 수 있는지요? 이용할 수 있다면 근저당권은 어떻게 처리되는지, 부동산은 제가 계속 보유할 수 있는지요?","채무자는 개인회생절차개시신청과 동시에 이미 진행되고 있는 담보권실행경매의 중지를 신청할 수 있고(「채무자 회생 및 파산에 관한 법률」 제593조 제1항 제3호), 개인회생절차 개시결정이 선고되면 담보권실행경매는 변제계획 인가결정일 또는 개인회생절차 폐지결정의 확정일 중 먼저 도래하는 날까지 중지되어(같은 법 제600조 제2항), 개인회생절차 내에서는 임시적으로 경매를 중지시킬 수는 있습니다.그러나 변제계획 인가결정일 이후에는 별제권자(담보권자)는 담보권실행경매를 속행할 수 있어 결과적으로 채무자는 별제권자와 개별적으로 분할 변제 등을 합의하여 경매를 취하시키지 못하는 이상 담보권실행경매를 막을 방법은 없습니다.",사례질문답변
QA_0315,개인회생>개인회생기타>별제권>Ⅰ.개인회생별제권,"저는 중소기업의 급여소득자로서 생활하고 있는데 친구 사업에 은행에 대출을 받아 투자했으나 투자금 회수가 되지 않아 현재 은행 대출금 원리금을 신용카드로 갚으면서 생활하고 있습니다. 저에게는 결혼할 때 부모님이 마련해 준 아파트가 있는데 은행 대출 원리금 상환과 생활비를 마련하기 위해 그 아파트에 전세보증금 5,000만원에 세입자를 들이고 저는 가족과 함께 월세를 살고 있으며 해당 아파트의 현재 시가는 약 7,000만원입니다. 이러한 상황에서 제가 개인회생을 신청할 경우 세입자의 전세보증금은 어떻게 처리해야 하는지요?","「주택임대차보호법」은 사회·경제적 약자인 주택임차인의 주거생활의 안정을 보장하기 위해 임차인이 임차권등기를 하지 않은 경우에도 임차인이 주택의 인도와 주민등록을 마친 때에는 그 다음날부터 제3자(보통 임차주택 양수인)에 대하여 임대차관계를 주장할 수 있고(대항력의 인정, 「주택임대차보호법」제3조 제1항), 이러한 대항력 요건에 더하여 임대차계약서상에 확정일자를 갖춘 경우 「민사집행법」에 의한 경매 또는 「국세징수법」에 의한 공매시 대지를 포함한 임차주택의 환가대금에서 후순위권리자 기타 채권자보다 우선하여 보증금을 변제받을 수 있는 우선변제권을 인정하고 있습니다(같은 법 제3조의2 제2항). 또한 보증금이 각 지역에 따른 일정액 이하인 주택임차인은 주택에 대한 경매개시결정등기 전 위 대항력의 요건을 구비한 경우 그 보증금 중 일정액을 다른 담보물권자보다 우선하여 변제받을 수 있도록 하고 있습니다(같은 법 제8조 제1항). 「채무자 회생 및 파산에 관한 법률」도 파산재단 또는 개인회생재단에 속하는 대지를 포함한 주택의 환가대금에서 위와 같은 우선변제권을 인정하고 있고, 다만 「주택임대차보호법」제8조의 규정에 의한 임차인은 파산신청일 또는 개인회생신청일까지 「주택임대차보호법」제3조 제1항의 규정에 의한 대항요건을 갖추어야 합니다(「채무자 회생 및 파산에 관한 법률」제415조 및 제586조).위와 같이 우선변제권이 있는 주택임차인은 파산재단이나 개인회생재단에 속하는 재산상에 설정되어 있는 유치권, 질권, 저당권 또는 전세권자로서 별제권자에는 해당하지 않으나 별제권자와 같이 우선변제권을 가지고 있으므로 별제권자에 준하여 개인회생을 신청해야 합니다. 구체적으로 ‘개인회생채권자목록’ 작성에 있어 주택임차인 및 그 주택임대차보증금 현재액을 채권자 및 채권현재액(원금)란에 기재하고(법원양식 : ‘개인회생채권자목록’ 참조), ‘부속서류’에 ?표시를 하며 1란에 ○표시를 합니다. ‘부속서류 : 1. 별제권부채권 및 이에 준하는 채권의 내역’ 중 ‘별제권행사 등으로 변제가 예상되는 채권액(예상변제액)’란에는, 담보물의 가치를 가급적 낮게 평가함으로써 예정부족액을 높게 산정하고 개인회생절차의 수행의 안정성을 기하고자 하는 법원의 실무례에 따라, 담보물을 시가의 70%로 산정한 금액과 주택임대차보증금 액수를 비교하여 적은 금액을 기재하고, ‘별제권행사 등으로 변제받을 수 없을 채권액(예정부족액)’은 주택임대차보증금에서 위 예상변제액을 공제한 액수를 기재합니다. 또한 ‘별제권 등의 내용 및 목적물’란에는 ①주택임대차보증금의 취지 ②임대차계약일자 및 기간 ③전입신고일자 ④확정일자 ⑤임대차 목적물의 표시 및 환가예상액(시가) 등을 기재합니다(법원양식 : ‘개인회생채권자목록’ 중 ‘부속서류 1. 별제권부채권 및 이에 준하는 채권의 내역’ 참조). 일반적으로 임대차보증금은 임차인의 차임연체, 손해배상채무 발생 등 의무불이행을 담보하는 것이고 임대차기간 만료 후 임차목적물 반환의무는 임대차보증금의 반환과 동시이행의 관계에 있으므로 임대차목적물을 반환받을 때까지 반환해야 할 임대차보증금 액수는 확정되지 않으므로, 개인회생신청인은 이를 변제계획안 작성 시 이를 미확정채권으로 취급하여 임대차목적물을 반환받기 전까지는 그 변제를 유보해야 할 것입니다. 이와 같이 개인회생절차에서 주택임대차보증금반환채권은 미확정채권으로 취급되는 바, ①우선변제권이 있는 경우 주택임차인이 주택의 경매를 통해서 배당을 받거나 해당 주택을 제3자에게 양도하여 제3자가 주택임차보증금반환채무를 면책적으로 인수한 경우 이외에는 확정되지 않으며, ②우선변제권이 없는 경우라도 주택임차인이 임대차기간 만료 후 임의적으로 임차 주택을 임대인에게 임의로 명도해 주지 않는 이상 주택임대차보증금반환채권은 미확정인 상태로 남아있게 됩니다.특히 우선변제권이 있는 임대차보증금반환채권자라고 하더라도 해석상 근저당권과 같은 경매신청권은 없으며, 주택임차인이 위 채권에 대하여 판결 등 집행권원을 취득한 경우라도 개인회생절차개시결정 이후에는 개인회생재단에 속하는 신청인 소유 주택에 대한 강제집행이 금지되고(같은 법 제600조 제1항 제2호), 변제계획 인가결정 이후에는 개인회생채권은 변제계획에 의해서만 변제받을 수 있으므로(법 제582조), 부동산강제경매도 사실상 불가능합니다. 따라서 임대인이 개인회생을 신청하는 경우 법에 의하여 우선변제권이 있는 주택임차인은 다른 근저당권자나 개인회생채권자 아닌 채권자의 강제집행에 따른 경매절차에서 배당을 받을 수 있을 뿐이어서 변제기간 만료 전까지는 주택임대차보증금을 반환받기 어렵습니다.  귀하의 주택임차인이 주택을 인도받아 전입신고를 하고 주택임대차계약서상에 확정일자를 받았다면 해당 주택임대차보증금반환채권은 별제권부채권에 준하는 채권으로서 앞에서와 같이 개인회생채권자목록에 해당 임차인의 성명을 기재하고 채권현재액(원금)에는 임대차보증금 5,000만원을 기재합니다. 또한 부속서류에 예상 변제액은 금 4,900만원(담보물 시가의 70%와 보증금 중 적은 액수), 예정부족액은 금 100만원(임대차보증금에서 예상변제액을 공제한 금액)을 기재하고 이러한 내용을 변제계획안에 그대로 기재하며, 변제예정액표에는 미확정채권액(원금)란에 금 100만원을 기재합니다. 만일 주택임차인이 확정일자를 받지 못하였다면 해당 주택임대차보증금반환채권은 우선변제권이 없으므로 앞에서 제시한 별제권에 준하는 채권의 방법으로 처리할 수 없고(따라서 개인회생채권자목록에 채권자로 이를 기재하나 부속서류에 별제권에 준하는 채권으로 이를 표시하지 않습니다) 이를 일반의 미확정채권으로 하여 변제예정액표에 보증금 5,000만원을 전부 미확정채권으로 기재합니다. ",사례질문답변
